Problema,Columna,Predicción,Confianza_IA,GroundTruth,Acierto
52,IA_Code,IA,0.058036625385284424,IA,✔️
53,Human_Code,Humano,0.4879023681084315,Humano,✔️
53,IA_Code,IA,0.062074992805719376,IA,✔️
54,Human_Code,Humano,0.08610629290342331,Humano,✔️
54,IA_Code,Humano,0.11480237543582916,IA,❌
55,Human_Code,IA,0.06484369188547134,Humano,❌
55,IA_Code,IA,0.06625232100486755,IA,✔️
56,Human_Code,Humano,0.11724872887134552,Humano,✔️
56,IA_Code,IA,0.057912543416023254,IA,✔️
57,Human_Code,Humano,0.11984777450561523,Humano,✔️
57,IA_Code,Humano,0.07048843801021576,IA,❌
58,Human_Code,IA,0.058992426842451096,Humano,❌
58,IA_Code,IA,0.06214618310332298,IA,✔️
59,Human_Code,Humano,0.1629699319601059,Humano,✔️
59,IA_Code,Humano,0.0738421306014061,IA,❌
60,Human_Code,IA,0.06880956888198853,Humano,❌
60,IA_Code,Humano,0.07084272056818008,IA,❌
61,Human_Code,Humano,0.5872868895530701,Humano,✔️
61,IA_Code,IA,0.06021890416741371,IA,✔️
62,Human_Code,IA,0.06971559673547745,Humano,❌
62,IA_Code,Humano,0.0872347429394722,IA,❌
63,Human_Code,Humano,0.20594494914015135,Humano,✔️
63,IA_Code,Humano,0.09765554219484329,IA,❌
64,Human_Code,Humano,0.7468757629394531,Humano,✔️
64,IA_Code,IA,0.0669318214058876,IA,✔️
65,Human_Code,Humano,0.4714314043521881,Humano,✔️
65,IA_Code,Humano,0.08381038159132004,IA,❌
66,Human_Code,Humano,0.3362543545663357,Humano,✔️
66,IA_Code,Humano,0.13983559608459473,IA,❌
67,Human_Code,Humano,0.17047512531280518,Humano,✔️
67,IA_Code,IA,0.05818775296211243,IA,✔️
68,Human_Code,IA,0.06117583066225052,Humano,❌
68,IA_Code,IA,0.06487960368394852,IA,✔️
69,Human_Code,Humano,0.10606666654348373,Humano,✔️
69,IA_Code,IA,0.06114108860492706,IA,✔️
70,Human_Code,Humano,0.4566666781902313,Humano,✔️
70,IA_Code,IA,0.060462869703769684,IA,✔️
71,Human_Code,Humano,0.0728815495967865,Humano,✔️
71,IA_Code,IA,0.06155499070882797,IA,✔️
72,Human_Code,Humano,0.07998473197221756,Humano,✔️
72,IA_Code,IA,0.05768304318189621,IA,✔️
73,Human_Code,Humano,0.08986522257328033,Humano,✔️
73,IA_Code,IA,0.061556097120046616,IA,✔️
74,Human_Code,Humano,0.35777799785137177,Humano,✔️
74,IA_Code,IA,0.05609725043177605,IA,✔️
75,Human_Code,Humano,0.08564553409814835,Humano,✔️
75,IA_Code,IA,0.0564570315182209,IA,✔️
76,Human_Code,Humano,0.10565095394849777,Humano,✔️
76,IA_Code,IA,0.058826591819524765,IA,✔️
77,Human_Code,Humano,0.4962962716817856,Humano,✔️
77,IA_Code,IA,0.060729458928108215,IA,✔️
78,Human_Code,Humano,0.4094213545322418,Humano,✔️
78,IA_Code,IA,0.06635306775569916,IA,✔️
79,Human_Code,Humano,0.11862986534833908,Humano,✔️
79,IA_Code,IA,0.06487960368394852,IA,✔️
80,Human_Code,Humano,0.07067200541496277,Humano,✔️
80,IA_Code,IA,0.06846325099468231,IA,✔️
81,Human_Code,Humano,0.3946402271588643,Humano,✔️
81,IA_Code,IA,0.060082051903009415,IA,✔️
82,Human_Code,Humano,0.3087049871683121,Humano,✔️
82,IA_Code,IA,0.06176598370075226,IA,✔️
83,Human_Code,Humano,0.10553503781557083,Humano,✔️
83,IA_Code,IA,0.05760492384433746,IA,✔️
84,Human_Code,IA,0.06278600543737411,Humano,❌
84,IA_Code,IA,0.057203538715839386,IA,✔️
85,Human_Code,IA,0.06918568909168243,Humano,❌
85,IA_Code,Humano,0.1928621530532837,IA,❌
86,Human_Code,Humano,0.2343633659183979,Humano,✔️
86,IA_Code,Humano,0.0758720189332962,IA,❌
87,Human_Code,Humano,0.09584257006645203,Humano,✔️
87,IA_Code,IA,0.06804357469081879,IA,✔️
88,Human_Code,Humano,0.21571776270866394,Humano,✔️
88,IA_Code,Humano,0.07956788688898087,IA,❌
89,Human_Code,Humano,0.1820022165775299,Humano,✔️
89,IA_Code,IA,0.05960867553949356,IA,✔️
90,Human_Code,Humano,0.49404385685920715,Humano,✔️
90,IA_Code,IA,0.06077073886990547,IA,✔️
91,Human_Code,Humano,0.2650294303894043,Humano,✔️
91,IA_Code,IA,0.06592609733343124,IA,✔️
92,Human_Code,Humano,0.08299440145492554,Humano,✔️
92,IA_Code,Humano,0.07067360728979111,IA,❌
93,Human_Code,IA,0.06884505599737167,Humano,❌
93,IA_Code,Humano,0.07005869597196579,IA,❌
94,Human_Code,Humano,0.13689831271767616,Humano,✔️
94,IA_Code,IA,0.06769649684429169,IA,✔️
95,Human_Code,Humano,0.11621709913015366,Humano,✔️
95,IA_Code,IA,0.06888972967863083,IA,✔️
96,Human_Code,IA,0.06767352670431137,Humano,❌
96,IA_Code,Humano,0.14073966443538666,IA,❌
97,Human_Code,Humano,0.09418748319149017,Humano,✔️
97,IA_Code,IA,0.06635306775569916,IA,✔️
98,Human_Code,IA,0.06849172711372375,Humano,❌
98,IA_Code,IA,0.06246248632669449,IA,✔️
99,Human_Code,Humano,0.3267895095050335,Humano,✔️
99,IA_Code,Humano,0.18448777496814728,IA,❌
100,Human_Code,IA,0.06886570900678635,Humano,❌
100,IA_Code,IA,0.06158265471458435,IA,✔️
101,Human_Code,Humano,0.3464358150959015,Humano,✔️
101,IA_Code,Humano,0.07557022571563721,IA,❌
102,Human_Code,Humano,0.07461539655923843,Humano,✔️
102,IA_Code,Humano,0.11480237543582916,IA,❌
103,Human_Code,Humano,0.09734945744276047,Humano,✔️
103,IA_Code,IA,0.06109249219298363,IA,✔️
104,Human_Code,Humano,0.5327157378196716,Humano,✔️
104,IA_Code,IA,0.06173264980316162,IA,✔️
105,Human_Code,Humano,0.08325067907571793,Humano,✔️
105,IA_Code,IA,0.056519683450460434,IA,✔️
106,Human_Code,IA,0.06925829499959946,Humano,❌
106,IA_Code,IA,0.06968261301517487,IA,✔️
107,Human_Code,Humano,0.4905773252248764,Humano,✔️
107,IA_Code,IA,0.056250154972076416,IA,✔️
108,Human_Code,Humano,0.30393750965595245,Humano,✔️
108,IA_Code,IA,0.06487960368394852,IA,✔️
109,Human_Code,Humano,0.12166845798492432,Humano,✔️
109,IA_Code,IA,0.060386836528778076,IA,✔️
110,Human_Code,Humano,0.09211276471614838,Humano,✔️
110,IA_Code,Humano,0.08667625486850739,IA,❌
111,Human_Code,Humano,0.19297385091582933,Humano,✔️
111,IA_Code,IA,0.06182459369301796,IA,✔️
112,Human_Code,IA,0.06420020014047623,Humano,❌
112,IA_Code,Humano,0.07129835337400436,IA,❌
113,Human_Code,Humano,0.07496391236782074,Humano,✔️
113,IA_Code,IA,0.05841940641403198,IA,✔️
114,Human_Code,IA,0.06981910765171051,Humano,❌
114,IA_Code,Humano,0.07391958683729172,IA,❌
115,Human_Code,Humano,0.6003836095333099,Humano,✔️
115,IA_Code,IA,0.06441059708595276,IA,✔️
116,Human_Code,Humano,0.31633663550019264,Humano,✔️
116,IA_Code,IA,0.058538250625133514,IA,✔️
117,Human_Code,Humano,0.20479023456573486,Humano,✔️
117,IA_Code,Humano,0.07005869597196579,IA,❌
118,Human_Code,Humano,0.5536505262056987,Humano,✔️
118,IA_Code,Humano,0.07292640954256058,IA,❌
119,Human_Code,Humano,0.07308215647935867,Humano,✔️
119,IA_Code,IA,0.0613766573369503,IA,✔️
120,Human_Code,Humano,0.46980226039886475,Humano,✔️
120,IA_Code,IA,0.06543535739183426,IA,✔️
121,Human_Code,Humano,0.07435301691293716,Humano,✔️
121,IA_Code,IA,0.06032460182905197,IA,✔️
122,Human_Code,Humano,0.12069697678089142,Humano,✔️
122,IA_Code,IA,0.06748262792825699,IA,✔️
123,Human_Code,Humano,0.07566885650157928,Humano,✔️
123,IA_Code,Humano,0.07054230570793152,IA,❌
124,Human_Code,Humano,0.07680951803922653,Humano,✔️
124,IA_Code,IA,0.06013154238462448,IA,✔️
125,Human_Code,Humano,0.17825274169445038,Humano,✔️
125,IA_Code,IA,0.056060295552015305,IA,✔️
126,Human_Code,Humano,0.3124706409871578,Humano,✔️
126,IA_Code,Humano,0.08381038159132004,IA,❌
127,Human_Code,Humano,0.09204768389463425,Humano,✔️
127,IA_Code,IA,0.06481537222862244,IA,✔️
128,Human_Code,Humano,0.07378057390451431,Humano,✔️
128,IA_Code,IA,0.06295314431190491,IA,✔️
129,Human_Code,Humano,0.3959324210882187,Humano,✔️
129,IA_Code,Humano,0.10321476310491562,IA,❌
130,Human_Code,Humano,0.6876726150512695,Humano,✔️
130,IA_Code,IA,0.0627569928765297,IA,✔️
131,Human_Code,IA,0.06938549131155014,Humano,❌
131,IA_Code,IA,0.0608755499124527,IA,✔️
132,Human_Code,Humano,0.5373892784118652,Humano,✔️
132,IA_Code,IA,0.060753233730793,IA,✔️
133,Human_Code,Humano,0.07734956592321396,Humano,✔️
133,IA_Code,Humano,0.17530681192874908,IA,❌
134,Human_Code,Humano,0.07031334936618805,Humano,✔️
134,IA_Code,IA,0.06606724113225937,IA,✔️
135,Human_Code,Humano,0.08021789789199829,Humano,✔️
135,IA_Code,Humano,0.12113633751869202,IA,❌
136,Human_Code,Humano,0.07302983850240707,Humano,✔️
136,IA_Code,Humano,0.09767939150333405,IA,❌
137,Human_Code,Humano,0.15784180164337158,Humano,✔️
137,IA_Code,Humano,0.07018117606639862,IA,❌
138,Human_Code,Humano,0.5984787940979004,Humano,✔️
138,IA_Code,Humano,0.1073872372508049,IA,❌
139,Human_Code,Humano,0.5065873265266418,Humano,✔️
139,IA_Code,Humano,0.22298488020896912,IA,❌
140,Human_Code,Humano,0.41532177105546,Humano,✔️
140,IA_Code,Humano,0.08036275207996368,IA,❌
141,Human_Code,Humano,0.24510130286216736,Humano,✔️
141,IA_Code,IA,0.057912543416023254,IA,✔️
142,Human_Code,IA,0.06037105247378349,Humano,❌
142,IA_Code,Humano,0.1331956535577774,IA,❌
143,Human_Code,Humano,0.1342441439628601,Humano,✔️
143,IA_Code,Humano,0.14269708096981049,IA,❌
144,Human_Code,Humano,0.21769799292087555,Humano,✔️
144,IA_Code,IA,0.06325340270996094,IA,✔️
145,Human_Code,Humano,0.6817620396614075,Humano,✔️
145,IA_Code,IA,0.06411393731832504,IA,✔️
146,Human_Code,Humano,0.09228696674108505,Humano,✔️
146,IA_Code,IA,0.05789756029844284,IA,✔️
147,Human_Code,Humano,0.16935640573501587,Humano,✔️
147,IA_Code,IA,0.06395101547241211,IA,✔️
148,Human_Code,Humano,0.07534227520227432,Humano,✔️
148,IA_Code,Humano,0.09158527851104736,IA,❌
149,Human_Code,Humano,0.45126600563526154,Humano,✔️
149,IA_Code,Humano,0.1322663277387619,IA,❌
150,Human_Code,Humano,0.37672287225723267,Humano,✔️
150,IA_Code,Humano,0.07290284335613251,IA,❌
151,Human_Code,Humano,0.0854002833366394,Humano,✔️
151,IA_Code,IA,0.0650324895977974,IA,✔️
152,Human_Code,Humano,0.1488824039697647,Humano,✔️
152,IA_Code,IA,0.05981056019663811,IA,✔️
153,Human_Code,Humano,0.07886753231287003,Humano,✔️
153,IA_Code,IA,0.06131317839026451,IA,✔️
154,Human_Code,Humano,0.532226026058197,Humano,✔️
154,IA_Code,IA,0.0582171306014061,IA,✔️
155,Human_Code,IA,0.06850623339414597,Humano,❌
155,IA_Code,IA,0.06369856745004654,IA,✔️
156,Human_Code,IA,0.05999767407774925,Humano,❌
156,IA_Code,IA,0.06166834756731987,IA,✔️
157,Human_Code,Humano,0.24441815167665482,Humano,✔️
157,IA_Code,IA,0.06543751806020737,IA,✔️
158,Human_Code,Humano,0.10314473509788513,Humano,✔️
158,IA_Code,IA,0.06037392467260361,IA,✔️
159,Human_Code,Humano,0.07483383268117905,Humano,✔️
159,IA_Code,Humano,0.11315563321113586,IA,❌
160,Human_Code,Humano,0.34200626611709595,Humano,✔️
160,IA_Code,IA,0.0697585940361023,IA,✔️
161,Human_Code,Humano,0.10530684515833855,Humano,✔️
161,IA_Code,IA,0.06423003226518631,IA,✔️
162,Human_Code,IA,0.06705395132303238,Humano,❌
162,IA_Code,IA,0.057438381016254425,IA,✔️
163,Human_Code,Humano,0.2623004876077175,Humano,✔️
163,IA_Code,IA,0.062074992805719376,IA,✔️
164,Human_Code,Humano,0.23975981399416924,Humano,✔️
164,IA_Code,Humano,0.08015214651823044,IA,❌
